job_id,title,region_province,region_city,region_code,address_full,organization,organization_detail,employment_type,employment_type_name,min_age,max_age,recruitment_count,start_date,end_date,application_start,application_end,deadline_status,application_method,application_method_code,requirements,detail_content,contact_person,contact_number,homepage,source_id,wanted_auth_no,text_representation
KJKU002510170001,제11기동사단 공무직근로자(민간조리원) 채용,경기,여주시,20160,25115 강원도 홍천군 북방면 홍천로 132,제11기동사단,제11기동사단,CM0105,CM0105,60,0,1,2025-10-17,2025-10-31,2025-10-17,2025-10-31,접수중,방문,CM0804,"['보훈취업지원대상자', '장애인 가) 단체급식소(학교', '병원 등) 실무경력 유경험자\n나) 조리 관련 자격증(영양사', '조리사) 소지자\n다) 장애인', '국가유공자 우대(관련서류 제출 필수)']",,권혁동,033-430-6133,http://,B,KJKU002510170001,"채용 공고: 제11기동사단 공무직근로자(민간조리원) 채용
기관명: 제11기동사단
근무지역: 경기 여주시
상세주소: 25115 강원도 홍천군 북방면 홍천로 132
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-17 ~ 2025-10-31
접수상태: 접수중
접수방법: 방문
우대사항: 보훈취업지원대상자, 장애인 가) 단체급식소(학교, 병원 등) 실무경력 유경험자
나) 조리 관련 자격증(영양사, 조리사) 소지자
다) 장애인, 국가유공자 우대(관련서류 제출 필수)
담당자: 권혁동 | 연락처: 033-430-6133 | 홈페이지: http://"
KJAN002510170001,상암월드컵파크 6단지 아파트 미화원 모집합니다.(장애인등록증 또는 장애인복지카드 소지자 우대),서울,마포구,10200,"07276 서울특별시 영등포구 양평동2가 선유서로25길 28, 1310호 (양평동2가)",엘림에스 유한책임회사,엘림에스 유한책임회사,CM0105,CM0105,60,0,1,2025-10-17,2025-10-31,2025-10-17,2025-10-31,접수중,방문,CM0804,['장애인'],,이윤필,02-6082-5457,http://www.elims.co.kr,B,KJAN002510170001,"채용 공고: 상암월드컵파크 6단지 아파트 미화원 모집합니다.(장애인등록증 또는 장애인복지카드 소지자 우대)
기관명: 엘림에스 유한책임회사
근무지역: 서울 마포구
상세주소: 07276 서울특별시 영등포구 양평동2가 선유서로25길 28, 1310호 (양평동2가)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-17 ~ 2025-10-31
접수상태: 접수중
접수방법: 방문
우대사항: 장애인
담당자: 이윤필 | 연락처: 02-6082-5457 | 홈페이지: http://www.elims.co.kr"
K161232510170004,아파트 경리사무원 모집의 건,,,130090,"54555 전북특별자치도 익산시 무왕로25길 21 (부송동, 예린빌딩)",(주)서영주택관리,(주)서영주택관리,CM0105,CM0105,60,0,1,2025-10-17,2025-11-08,2025-10-17,2025-11-08,접수중,방문,CM0804,['장애인'],,이창곤,063-843-2412,http://www.seoyoung.co.kr,B,K161232510170004,"채용 공고: 아파트 경리사무원 모집의 건
기관명: (주)서영주택관리
상세주소: 54555 전북특별자치도 익산시 무왕로25길 21 (부송동, 예린빌딩)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-17 ~ 2025-11-08
접수상태: 접수중
접수방법: 방문
우대사항: 장애인
담당자: 이창곤 | 연락처: 063-843-2412 | 홈페이지: http://www.seoyoung.co.kr"
KJ20832510170002,미화원 구인,경기,이천시,10070,"08334 서울특별시 구로구 개봉로6길 12-5, 401호 (개봉동, KT개봉지점)",(주)듀델코리아,(주)듀델코리아,CM0105,CM0105,60,0,1,2025-10-17,2025-12-16,2025-10-17,2025-12-16,접수중,방문,CM0804,['장애인'],,정현종,,,B,KJ20832510170002,"채용 공고: 미화원 구인
기관명: (주)듀델코리아
근무지역: 경기 이천시
상세주소: 08334 서울특별시 구로구 개봉로6길 12-5, 401호 (개봉동, KT개봉지점)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-17 ~ 2025-12-16
접수상태: 접수중
접수방법: 방문
우대사항: 장애인
담당자: 정현종"
KJKJ002510170005,[호평동] 임광그대가 아파트 경비원 모집,,,10070,"08280 서울특별시 구로구 구로동로 240, 401호",(주)한국그린서비스,(주)한국그린서비스,CM0105,CM0105,60,0,1,2025-10-17,2025-11-16,2025-10-17,2025-11-16,접수중,방문,CM0804,['장애인'],,이동진,,,B,KJKJ002510170005,"채용 공고: [호평동] 임광그대가 아파트 경비원 모집
기관명: (주)한국그린서비스
상세주소: 08280 서울특별시 구로구 구로동로 240, 401호
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-17 ~ 2025-11-16
접수상태: 접수중
접수방법: 방문
우대사항: 장애인
담당자: 이동진"
KJAM002510170006,흑석동 우리유앤미 아파트 미화원 채용합니다.(장애인등록증 또는 장애인 복지카드 소지자 우대),,,10200,"07276 서울특별시 영등포구 양평동2가 선유서로25길 28, 1310호 (양평동2가)",엘림에스 유한책임회사,엘림에스 유한책임회사,CM0105,CM0105,60,0,1,2025-10-17,2025-11-02,2025-10-17,2025-11-02,접수중,방문,CM0804,"['고용촉진장려금대상자', '보훈취업지원대상자', '장애인']",,이윤필,02-6082-5457,http://www.elims.co.kr,B,KJAM002510170006,"채용 공고: 흑석동 우리유앤미 아파트 미화원 채용합니다.(장애인등록증 또는 장애인 복지카드 소지자 우대)
기관명: 엘림에스 유한책임회사
상세주소: 07276 서울특별시 영등포구 양평동2가 선유서로25길 28, 1310호 (양평동2가)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-17 ~ 2025-11-02
접수상태: 접수중
접수방법: 방문
우대사항: 고용촉진장려금대상자, 보훈취업지원대상자, 장애인
담당자: 이윤필 | 연락처: 02-6082-5457 | 홈페이지: http://www.elims.co.kr"
KF10602510170001,[ 망포2동 ] 망포쌍용에듀파크아파트 미화원 모집,경기,수원시,30520,"12984 경기도 하남시 안터로 50-29, 102호 (풍산동)",유한책임회사 화이트시스템,유한책임회사 화이트시스템,CM0105,CM0105,60,0,1,2025-10-17,2025-11-16,2025-10-17,2025-11-16,접수중,방문,CM0804,"['(준)고령자(50세이상)', '장애인']",,윤지연,,,B,KF10602510170001,"채용 공고: [ 망포2동 ] 망포쌍용에듀파크아파트 미화원 모집
기관명: 유한책임회사 화이트시스템
근무지역: 경기 수원시
상세주소: 12984 경기도 하남시 안터로 50-29, 102호 (풍산동)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-17 ~ 2025-11-16
접수상태: 접수중
접수방법: 방문
우대사항: (준)고령자(50세이상), 장애인
담당자: 윤지연"
K120252510170007,우리W타워 미화 야간반(여자화장실 청소 등) 모십니다.,,,10160,"04783 서울특별시 성동구 연무장11길 10 (성수동2가, 우리큐브)",(주）우리휴먼서비스,(주）우리휴먼서비스,CM0105,CM0105,60,0,1,2025-10-17,2025-11-01,2025-10-17,2025-11-01,접수중,방문,CM0804,"['장애인 복지카드소지자 우대함.\r\n인근거주자', '오래근무하실분']",,윤기원,02-460-3870,-,B,K120252510170007,"채용 공고: 우리W타워 미화 야간반(여자화장실 청소 등) 모십니다.
기관명: (주）우리휴먼서비스
상세주소: 04783 서울특별시 성동구 연무장11길 10 (성수동2가, 우리큐브)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-17 ~ 2025-11-01
접수상태: 접수중
접수방법: 방문
우대사항: 장애인 복지카드소지자 우대함.
인근거주자, 오래근무하실분
담당자: 윤기원 | 연락처: 02-460-3870 | 홈페이지: -"
KJK6002510170011,향남부영 3단지 아파트 외곽 미화원 모집 (즉시 출근 가능자),,,10040,"07557 서울특별시 강서구 양천로 738, 주식회사 우창개발 (염창동)",주식회사 우창개발,주식회사 우창개발,CM0105,CM0105,60,0,1,2025-10-17,2025-12-13,2025-10-17,2025-12-13,접수중,방문,CM0804,"['(준)고령자(50세이상)', '장애인']",,조병원,070-8854-2637,,B,KJK6002510170011,"채용 공고: 향남부영 3단지 아파트 외곽 미화원 모집 (즉시 출근 가능자)
기관명: 주식회사 우창개발
상세주소: 07557 서울특별시 강서구 양천로 738, 주식회사 우창개발 (염창동)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-17 ~ 2025-12-13
접수상태: 접수중
접수방법: 방문
우대사항: (준)고령자(50세이상), 장애인
담당자: 조병원 | 연락처: 070-8854-2637"
K120122510170013,"조경관리원 (영선 및 시설 병행) , 흥국생명연수원(기흥구)",경기,용인시,10240,"04526 서울특별시 중구 남대문로 5 (남대문로4가, 흥국생명빌딩)",주식회사 안주,주식회사 안주,CM0105,CM0105,60,0,1,2025-10-17,2025-10-31,2025-10-17,2025-10-31,접수중,방문,CM0804,"['보훈취업지원대상자', '장애인', '차량소지자 조경 관리 및 시설 관리 경력자 우선 선발 예정']",,신리나,,,B,K120122510170013,"채용 공고: 조경관리원 (영선 및 시설 병행) , 흥국생명연수원(기흥구)
기관명: 주식회사 안주
근무지역: 경기 용인시
상세주소: 04526 서울특별시 중구 남대문로 5 (남대문로4가, 흥국생명빌딩)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-17 ~ 2025-10-31
접수상태: 접수중
접수방법: 방문
우대사항: 보훈취업지원대상자, 장애인, 차량소지자 조경 관리 및 시설 관리 경력자 우선 선발 예정
담당자: 신리나"
KJAH002510170009,타다(TADA)  드라이버 모집[2025년 구로구 일자리박람회/ 2025. 10. 23.(목) 14:00 ~ 17:00장소 : 신도림 테크노마트 11층 그랜드볼룸],서울,중랑구,10250,"02119 서울특별시 중랑구 중랑천로12길 10, 편안한이동 (상봉동)",유한회사 편안한이동,유한회사 편안한이동,CM0105,CM0105,60,0,30,2025-10-17,2025-11-16,2025-10-17,2025-11-16,접수중,방문,CM0804,"['(준)고령자(50세이상)', '고용촉진장려금대상자', '보훈취업지원대상자', '운전면허증', '장기복무 제대군인', '장애인 1. 서비스 정신이 투철하신 분\r\n2. 택시 및 운전직 유경험자\r\n3. 외국어능력']",,노현철,02-408-2905,,B,KJAH002510170009,"채용 공고: 타다(TADA)  드라이버 모집[2025년 구로구 일자리박람회/ 2025. 10. 23.(목) 14:00 ~ 17:00장소 : 신도림 테크노마트 11층 그랜드볼룸]
기관명: 유한회사 편안한이동
근무지역: 서울 중랑구
상세주소: 02119 서울특별시 중랑구 중랑천로12길 10, 편안한이동 (상봉동)
연령: 60세 이상
모집인원: 30명
고용형태: CM0105
접수기간: 2025-10-17 ~ 2025-11-16
접수상태: 접수중
접수방법: 방문
우대사항: (준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 운전면허증, 장기복무 제대군인, 장애인 1. 서비스 정신이 투철하신 분
2. 택시 및 운전직 유경험자
3. 외국어능력
담당자: 노현철 | 연락처: 02-408-2905"
KC5O692510170002,시내버스회사 구내식당 주방보조원 구인,경남,창원시,40150,"51541 경상남도 창원시 성산구 불모산로48번길 5, 1층 대운 (성주동)",대운교통(주),대운교통(주),CM0105,CM0105,60,0,1,2025-10-17,2025-11-03,2025-10-17,2025-11-03,접수중,방문,CM0804,"['(준)고령자(50세이상)', '고용촉진장려금대상자', '보훈취업지원대상자', '운전면허증', '장애인', '차량소지자 인근거주자', '성실하신분', '장기근무 하실분']",,임영훈,055-239-0995,,B,KC5O692510170002,"채용 공고: 시내버스회사 구내식당 주방보조원 구인
기관명: 대운교통(주)
근무지역: 경남 창원시
상세주소: 51541 경상남도 창원시 성산구 불모산로48번길 5, 1층 대운 (성주동)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-17 ~ 2025-11-03
접수상태: 접수중
접수방법: 방문
우대사항: (준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 운전면허증, 장애인, 차량소지자 인근거주자, 성실하신분, 장기근무 하실분
담당자: 임영훈 | 연락처: 055-239-0995"
KJ20522510170007,▶ 동구 신암동  ◀ 재가요양보호사 구인,대구,동구,70040,"41184 대구광역시 동구 동북로79길 18 (신암동, 품격타운)",보금자리재가복지센터,보금자리재가복지센터,CM0103,CM0103,60,0,1,2025-10-17,2025-10-31,2025-10-17,2025-10-31,접수중,방문,CM0804,"['고용촉진장려금대상자', '장애인']",,정윤아,053-959-8800,,B,KJ20522510170007,"채용 공고: ▶ 동구 신암동  ◀ 재가요양보호사 구인
기관명: 보금자리재가복지센터
근무지역: 대구 동구
상세주소: 41184 대구광역시 동구 동북로79길 18 (신암동, 품격타운)
연령: 60세 이상
모집인원: 1명
고용형태: CM0103
접수기간: 2025-10-17 ~ 2025-10-31
접수상태: 접수중
접수방법: 방문
우대사항: 고용촉진장려금대상자, 장애인
담당자: 정윤아 | 연락처: 053-959-8800"
K150012510170068,◈ 2025. 10. 28.(화) 인천 중장년·여성 채용박람회 현장면접 ◈ 인천공항 화물터미널 화물조업 및 지게차 운전(조업병행) 담당자 모집,인천,중구,110100,"22371 인천광역시 중구 영종대로 124 (운서동, 한스빌딩)",에이오 주식회사,에이오 주식회사,CM0105,CM0105,60,0,5,2025-10-17,2025-10-28,2025-10-17,2025-10-28,접수중,방문,CM0804,"['보훈취업지원대상자', '운전면허증', '장기복무 제대군인', '장애인', '차량소지자']",,안태수,032-460-4766,,B,K150012510170068,"채용 공고: ◈ 2025. 10. 28.(화) 인천 중장년·여성 채용박람회 현장면접 ◈ 인천공항 화물터미널 화물조업 및 지게차 운전(조업병행) 담당자 모집
기관명: 에이오 주식회사
근무지역: 인천 중구
상세주소: 22371 인천광역시 중구 영종대로 124 (운서동, 한스빌딩)
연령: 60세 이상
모집인원: 5명
고용형태: CM0105
접수기간: 2025-10-17 ~ 2025-10-28
접수상태: 접수중
접수방법: 방문
우대사항: 보훈취업지원대상자, 운전면허증, 장기복무 제대군인, 장애인, 차량소지자
담당자: 안태수 | 연락처: 032-460-4766"
K151152510170076,파트타임 사무업무 담당자 채용합니다.,경기,화성시,30530,"18559 경기도 화성시 우정읍 매바위로 26-24, 지엠테크",지엠테크,지엠테크,CM0103,CM0103,60,0,1,2025-10-17,2025-11-15,2025-10-17,2025-11-15,접수중,방문,CM0804,"['고용촉진장려금대상자', '운전면허증', '장애인', '차량소지자']",,김완섭,031-351-8715,www.gmtech1.co.kr/,B,K151152510170076,"채용 공고: 파트타임 사무업무 담당자 채용합니다.
기관명: 지엠테크
근무지역: 경기 화성시
상세주소: 18559 경기도 화성시 우정읍 매바위로 26-24, 지엠테크
연령: 60세 이상
모집인원: 1명
고용형태: CM0103
접수기간: 2025-10-17 ~ 2025-11-15
접수상태: 접수중
접수방법: 방문
우대사항: 고용촉진장려금대상자, 운전면허증, 장애인, 차량소지자
담당자: 김완섭 | 연락처: 031-351-8715 | 홈페이지: www.gmtech1.co.kr/"
K161232510170015,아파트 관리소장 모집,전북,익산시,130090,"54555 전북특별자치도 익산시 무왕로25길 21 (부송동, 예린빌딩)",(주)서영주택관리,(주)서영주택관리,CM0105,CM0105,60,0,1,2025-10-17,2025-11-08,2025-10-17,2025-11-08,접수중,방문,CM0804,['장애인'],,이창곤,063-840-6549,http://www.seoyoung.co.kr,B,K161232510170015,"채용 공고: 아파트 관리소장 모집
기관명: (주)서영주택관리
근무지역: 전북 익산시
상세주소: 54555 전북특별자치도 익산시 무왕로25길 21 (부송동, 예린빌딩)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-17 ~ 2025-11-08
접수상태: 접수중
접수방법: 방문
우대사항: 장애인
담당자: 이창곤 | 연락처: 063-840-6549 | 홈페이지: http://www.seoyoung.co.kr"
KEC0042510170004,"[월요일휴무]트리마제성수 카페테리아 주방보조, 간편식/세척원 모집",서울,성동구,10040,"07797 서울특별시 강서구 마곡중앙로 143, 타워비동 5층 7-16호(마곡동, 르웨스트시티) (마곡동)",주식회사 삼구에프에스,주식회사 삼구에프에스,CM0105,CM0105,60,0,2,2025-10-17,2025-12-16,2025-10-17,2025-12-16,접수중,방문,CM0804,"['(준)고령자(50세이상)', '장애인']",,조명근,02-2639-2174,,B,KEC0042510170004,"채용 공고: [월요일휴무]트리마제성수 카페테리아 주방보조, 간편식/세척원 모집
기관명: 주식회사 삼구에프에스
근무지역: 서울 성동구
상세주소: 07797 서울특별시 강서구 마곡중앙로 143, 타워비동 5층 7-16호(마곡동, 르웨스트시티) (마곡동)
연령: 60세 이상
모집인원: 2명
고용형태: CM0105
접수기간: 2025-10-17 ~ 2025-12-16
접수상태: 접수중
접수방법: 방문
우대사항: (준)고령자(50세이상), 장애인
담당자: 조명근 | 연락처: 02-2639-2174"
KJ20522510160019,▶ 동구 신암동  ◀ 재가요양보호사 구인,,,70040,"41184 대구광역시 동구 동북로79길 18 (신암동, 품격타운)",보금자리재가복지센터,보금자리재가복지센터,CM0103,CM0103,60,0,1,2025-10-16,2025-10-30,2025-10-16,2025-10-30,접수중,방문,CM0804,"['고용촉진장려금대상자', '장애인']",,정윤아,053-959-8800,,B,KJ20522510160019,"채용 공고: ▶ 동구 신암동  ◀ 재가요양보호사 구인
기관명: 보금자리재가복지센터
상세주소: 41184 대구광역시 동구 동북로79길 18 (신암동, 품격타운)
연령: 60세 이상
모집인원: 1명
고용형태: CM0103
접수기간: 2025-10-16 ~ 2025-10-30
접수상태: 접수중
접수방법: 방문
우대사항: 고용촉진장려금대상자, 장애인
담당자: 정윤아 | 연락처: 053-959-8800"
KF10222510160001,아파트실내 미화원(동탄역신안인스빌리베라2차),,,30520,"12984 경기도 하남시 안터로 50-29, 102호 (풍산동)",유한책임회사 화이트시스템,유한책임회사 화이트시스템,CM0105,CM0105,60,0,1,2025-10-16,2025-12-13,2025-10-16,2025-12-13,접수중,방문,CM0804,"['(준)고령자(50세이상)', '장애인']",,윤지연,,,B,KF10222510160001,"채용 공고: 아파트실내 미화원(동탄역신안인스빌리베라2차)
기관명: 유한책임회사 화이트시스템
상세주소: 12984 경기도 하남시 안터로 50-29, 102호 (풍산동)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-16 ~ 2025-12-13
접수상태: 접수중
접수방법: 방문
우대사항: (준)고령자(50세이상), 장애인
담당자: 윤지연"
K161232510160001,아파트 경비원 모집,전북,익산시,130090,"54555 전북특별자치도 익산시 무왕로25길 21 (부송동, 예린빌딩)",(주)서영주택관리,(주)서영주택관리,CM0105,CM0105,60,0,1,2025-10-16,2025-10-31,2025-10-16,2025-10-31,접수중,방문,CM0804,['장애인'],,이창곤,063-840-6589,http://www.seoyoung.co.kr,B,K161232510160001,"채용 공고: 아파트 경비원 모집
기관명: (주)서영주택관리
근무지역: 전북 익산시
상세주소: 54555 전북특별자치도 익산시 무왕로25길 21 (부송동, 예린빌딩)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-16 ~ 2025-10-31
접수상태: 접수중
접수방법: 방문
우대사항: 장애인
담당자: 이창곤 | 연락처: 063-840-6589 | 홈페이지: http://www.seoyoung.co.kr"
KJ20972510160001,김포시장애인생활이동지원센터 운전원 모집,경기,김포시,30110,"10092 경기도 김포시 감암로 125, 4층(김포시 시각장애인 등 생활지원센터) (걸포동, 4층)",김포시 시각장애인 등 생활지원센터,김포시 시각장애인 등 생활지원센터,CM0105,CM0105,60,0,1,2025-10-16,2025-11-15,2025-10-16,2025-11-15,접수중,방문,CM0804,"['운전면허증', '장애인', '차량소지자']",,이순덕,031-983-1852,http://,B,KJ20972510160001,"채용 공고: 김포시장애인생활이동지원센터 운전원 모집
기관명: 김포시 시각장애인 등 생활지원센터
근무지역: 경기 김포시
상세주소: 10092 경기도 김포시 감암로 125, 4층(김포시 시각장애인 등 생활지원센터) (걸포동, 4층)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-16 ~ 2025-11-15
접수상태: 접수중
접수방법: 방문
우대사항: 운전면허증, 장애인, 차량소지자
담당자: 이순덕 | 연락처: 031-983-1852 | 홈페이지: http://"
K120422510160005,(주)고암 인제대학교부산백병원 시설 전기팀 주간근무자 채용공고,부산,부산진구,10200,"07222 서울특별시 영등포구 당산동6가 당산로47길 19, 고암빌딩 (당산동6가)",(주)고암,(주)고암,CM0105,CM0105,60,0,1,2025-10-16,2025-12-12,2025-10-16,2025-12-12,접수중,방문,CM0804,['장애인'],,김용준,,goam.co.kr,B,K120422510160005,"채용 공고: (주)고암 인제대학교부산백병원 시설 전기팀 주간근무자 채용공고
기관명: (주)고암
근무지역: 부산 부산진구
상세주소: 07222 서울특별시 영등포구 당산동6가 당산로47길 19, 고암빌딩 (당산동6가)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-16 ~ 2025-12-12
접수상태: 접수중
접수방법: 방문
우대사항: 장애인
담당자: 김용준 | 홈페이지: goam.co.kr"
K151132510160005,(남양주시 진접읍) 광릉중학교  경비원 구인,경기,남양주시,30420,"16943 경기도 용인시 수지구 광교중앙로 314, 604호 (상현동)",주식회사 행복드림서비스,주식회사 행복드림서비스,CM0105,CM0105,60,0,1,2025-10-16,2025-11-05,2025-10-16,2025-11-05,접수중,방문,CM0804,['장애인'],,심보현,,,B,K151132510160005,"채용 공고: (남양주시 진접읍) 광릉중학교  경비원 구인
기관명: 주식회사 행복드림서비스
근무지역: 경기 남양주시
상세주소: 16943 경기도 용인시 수지구 광교중앙로 314, 604호 (상현동)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-16 ~ 2025-11-05
접수상태: 접수중
접수방법: 방문
우대사항: 장애인
담당자: 심보현"
K120572510160007,강북구 노해로 25길 11 인근 4등급 여자어르신 요양보호사 채용,서울,강북구,10030,"01210 서울특별시 강북구 숭인로7나길 9, 지하1층 (미아동)",늘사랑요양복지센터,늘사랑요양복지센터,CM0103,CM0103,60,0,1,2025-10-16,2025-12-02,2025-10-16,2025-12-02,접수중,방문,CM0804,"['북한이탈주민', '장애인']",,남승아,070-5111-7888,,B,K120572510160007,"채용 공고: 강북구 노해로 25길 11 인근 4등급 여자어르신 요양보호사 채용
기관명: 늘사랑요양복지센터
근무지역: 서울 강북구
상세주소: 01210 서울특별시 강북구 숭인로7나길 9, 지하1층 (미아동)
연령: 60세 이상
모집인원: 1명
고용형태: CM0103
접수기간: 2025-10-16 ~ 2025-12-02
접수상태: 접수중
접수방법: 방문
우대사항: 북한이탈주민, 장애인
담당자: 남승아 | 연락처: 070-5111-7888"
K151132510160019,홍천권역 터널통합관리센터 유지관리직원 모집 (전기분야 전기산업기사 초급 이상),강원,홍천군,30420,16804 경기도 용인시 수지구 성복1로 279-18 (성복동),모건인프라(주),모건인프라(주),CM0105,CM0105,60,0,1,2025-10-16,2025-11-27,2025-10-16,2025-11-27,접수중,방문,CM0804,['장애인'],,하민수,031-896-6464,,B,K151132510160019,"채용 공고: 홍천권역 터널통합관리센터 유지관리직원 모집 (전기분야 전기산업기사 초급 이상)
기관명: 모건인프라(주)
근무지역: 강원 홍천군
상세주소: 16804 경기도 용인시 수지구 성복1로 279-18 (성복동)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-16 ~ 2025-11-27
접수상태: 접수중
접수방법: 방문
우대사항: 장애인
담당자: 하민수 | 연락처: 031-896-6464"
KJEB002510160001,광주 신창5차 호반베르디움아파트 경비원 채용(장애인등록증 또는 장애인복지카드 소지자 우대),광주,광산구,10200,"07276 서울특별시 영등포구 양평동2가 선유서로25길 28, 1310호 (양평동2가)",엘림에스 유한책임회사,엘림에스 유한책임회사,CM0105,CM0105,60,0,1,2025-10-16,2025-10-30,2025-10-16,2025-10-30,접수중,방문,CM0804,"['고용촉진장려금대상자', '보훈취업지원대상자', '장애인']",,이윤필,02-6082-5457,http://www.elims.co.kr,B,KJEB002510160001,"채용 공고: 광주 신창5차 호반베르디움아파트 경비원 채용(장애인등록증 또는 장애인복지카드 소지자 우대)
기관명: 엘림에스 유한책임회사
근무지역: 광주 광산구
상세주소: 07276 서울특별시 영등포구 양평동2가 선유서로25길 28, 1310호 (양평동2가)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-16 ~ 2025-10-30
접수상태: 접수중
접수방법: 방문
우대사항: 고용촉진장려금대상자, 보훈취업지원대상자, 장애인
담당자: 이윤필 | 연락처: 02-6082-5457 | 홈페이지: http://www.elims.co.kr"
KJAJ002510160005,공릉비선아파트 미화원구인,서울,노원구,10080,"08505 서울특별시 금천구 가산디지털2로 123, 월드메르디앙2차 512호 (가산동, 월드메르디앙벤처센터2차)",(주)효명종합관리,(주)효명종합관리,CM0105,CM0105,60,0,1,2025-10-16,2025-11-15,2025-10-16,2025-11-15,접수중,방문,CM0804,"['장애인 복지수당 \\50', '000원']",,김종호,,,B,KJAJ002510160005,"채용 공고: 공릉비선아파트 미화원구인
기관명: (주)효명종합관리
근무지역: 서울 노원구
상세주소: 08505 서울특별시 금천구 가산디지털2로 123, 월드메르디앙2차 512호 (가산동, 월드메르디앙벤처센터2차)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-16 ~ 2025-11-15
접수상태: 접수중
접수방법: 방문
우대사항: 장애인 복지수당 \50, 000원
담당자: 김종호"
KJ20972510160009,한강파크뷰 우방아이유쉘 미화원 구인,,,10200,"07281 서울특별시 영등포구 선유로9길 10 (문래동6가, 문래 SK V1 center)",(주)두원에이앤씨,(주)두원에이앤씨,CM0105,CM0105,60,0,1,2025-10-16,2025-12-15,2025-10-16,2025-12-15,접수중,방문,CM0804,"['(준)고령자(50세이상)', '장애인']",,박태종,02-865-5025,,B,KJ20972510160009,"채용 공고: 한강파크뷰 우방아이유쉘 미화원 구인
기관명: (주)두원에이앤씨
상세주소: 07281 서울특별시 영등포구 선유로9길 10 (문래동6가, 문래 SK V1 center)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-16 ~ 2025-12-15
접수상태: 접수중
접수방법: 방문
우대사항: (준)고령자(50세이상), 장애인
담당자: 박태종 | 연락처: 02-865-5025"
KJ21062510160032,[부천대장택지지구(오정동) 건설현장]  주간 경비원 모집,경기,부천시,10150,"06695 서울특별시 서초구 방배로 73 (방배동, 양지빌딩 4층)",국도안전관리(주),국도안전관리(주),CM0105,CM0105,60,0,2,2025-10-16,2025-11-09,2025-10-16,2025-11-09,접수중,방문,CM0804,"['(준)고령자(50세이상)', '고용촉진장려금대상자', '보훈취업지원대상자', '장기복무 제대군인', '장애인']",,최준호,031-8045-3268,www.kukdo1228.co.kr,B,KJ21062510160032,"채용 공고: [부천대장택지지구(오정동) 건설현장]  주간 경비원 모집
기관명: 국도안전관리(주)
근무지역: 경기 부천시
상세주소: 06695 서울특별시 서초구 방배로 73 (방배동, 양지빌딩 4층)
연령: 60세 이상
모집인원: 2명
고용형태: CM0105
접수기간: 2025-10-16 ~ 2025-11-09
접수상태: 접수중
접수방법: 방문
우대사항: (준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장기복무 제대군인, 장애인
담당자: 최준호 | 연락처: 031-8045-3268 | 홈페이지: www.kukdo1228.co.kr"
KJ20522510150019,[동구 신천동] 더팰리스트데시앙 입주단지 외곽청소원 구인,,,70070,"42251 대구광역시 수성구 알파시티2로 13 (시지동, 엘리트타워)",（주）성보티씨에스,（주）성보티씨에스,CM0105,CM0105,60,0,1,2025-10-15,2025-11-22,2025-10-15,2025-11-22,접수중,방문,CM0804,['장애인'],,도광점,053-622-9931,http://,B,KJ20522510150019,"채용 공고: [동구 신천동] 더팰리스트데시앙 입주단지 외곽청소원 구인
기관명: （주）성보티씨에스
상세주소: 42251 대구광역시 수성구 알파시티2로 13 (시지동, 엘리트타워)
연령: 60세 이상
모집인원: 1명
고용형태: CM0105
접수기간: 2025-10-15 ~ 2025-11-22
접수상태: 접수중
접수방법: 방문
우대사항: 장애인
담당자: 도광점 | 연락처: 053-622-9931 | 홈페이지: http://"
