jobId,recrtTitle,emplymShp,emplymShpNm,frDd,toDd,workPlc,workPlcNm,oranNm,acptMthd,deadline,stmId,acptMthdCd,age,ageLim,clltPrnnum,detCnts,etcItm,frAcptDd,toAcptDd,plDetAddr,plbizNm,clerk,clerkContt,homepage,stmId_detail,lnkStmId,organYn_detail,wantedAuthNo,wantedTitle,createDy,updDy
KJAC002510210008,천호동 아파트 실내미화원 채용,CM0105,CM0105,2025-10-21,2025-12-20,010080,,(주)효명종합관리,방문,접수중,B,CM0804,60,,1,,"장애인 복지수당 \50,000원",2025-10-21,2025-12-20,"08505 서울특별시 금천구 가산디지털2로 123, 월드메르디앙2차 512호 (가산동, 월드메르디앙벤처센터2차)",(주)효명종합관리,김종호,,,A,B,N,KJAC002510210008,천호동 아파트 실내미화원 채용,,
KF10702510200003,2025년 태풍인의 집 목욕시설 기간제근로자 공개채용(시설청소원),CM0105,CM0105,2025-10-20,2025-10-30,030400,,연천군시설관리공단,방문,접수중,B,CM0804,60,,3,,"북한이탈주민, 장애인 세부내용은 공고문 참조",2025-10-20,2025-10-30,11012 경기도 연천군 연천읍 연천역로 29 (연천공영버스터미널),연천군시설관리공단,송승원,070-4953-0539,www.yccs.or.kr,A,B,N,KF10702510200003,2025년 태풍인의 집 목욕시설 기간제근로자 공개채용(시설청소원),,
KJAI002510200001,서울 금천구 시흥베르빌아파트 경비원 모집,CM0105,CM0105,2025-10-20,2025-11-07,010130,,인앤인주택관리주식회사,방문,접수중,B,CM0804,60,,1,,장애인 경비신임교육 이수,2025-10-20,2025-11-07,"04207 서울특별시 마포구 마포대로14길 19-1, (공덕동, 그랜드빌딩) (공덕동)",인앤인주택관리주식회사,정수안,,,A,B,N,KJAI002510200001,서울 금천구 시흥베르빌아파트 경비원 모집,,
K150012510200036,라이온재활요양병원  -  이송도우미 모집합니다.,CM0105,CM0105,2025-10-20,2025-12-19,110040,,라이온재활요양병원,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-20,2025-12-19,21552 인천광역시 남동구 경인로 520 (간석동),라이온재활요양병원,홍상준,032-426-7575,http://www.lionhospital.co.kr/,A,B,N,K150012510200036,라이온재활요양병원  -  이송도우미 모집합니다.,,
KJ21002510200006,재가요양보호사 구인,CM0103,CM0103,2025-10-20,2025-11-19,030140,서울 금천구,소망노인복지센터,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-20,2025-11-19,"14765 경기도 부천시 소사구 소사로160번길 101, 1층 소망노인복지센터 (소사본동, 벨라루체Ⅱ)",소망노인복지센터,문제명,,,A,B,N,KJ21002510200006,재가요양보호사 구인,,
K130042510200023,대연동 요양보호사님 모십니다.,CM0105,CM0105,2025-10-20,2025-11-03,090040,,치사랑재가복지센터,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-20,2025-11-03,"48508 부산광역시 남구 수영로 312, 1819호 (대연동, 21 센츄리시티 오피스텔)",치사랑재가복지센터,전나겸,051-610-1608,,A,B,N,K130042510200023,대연동 요양보호사님 모십니다.,,
KJ20912510200006,[신원동] 신원마을 10단지(삼송동일스위트 2차) 경비원 모집,CM0105,CM0105,2025-10-20,2025-12-19,010200,,(주)두원에이앤씨,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 보훈취업지원대상자, 장애인",2025-10-20,2025-12-19,"07281 서울특별시 영등포구 선유로9길 10 (문래동6가, 문래 SK V1 center)",(주)두원에이앤씨,박태종,02-865-5025,,A,B,N,KJ20912510200006,[신원동] 신원마을 10단지(삼송동일스위트 2차) 경비원 모집,,
KJ20972510200008,김포한강3차 푸르지오 외곽 미화원 모집,CM0105,CM0105,2025-10-20,2025-12-19,010080,경기 김포시,(주)한강티에스,방문,접수중,B,CM0804,60,,2,,장애인,2025-10-20,2025-12-19,"08595 서울특별시 금천구 범안로 1130, 1호실 (가산동, 디지털엠파이어빌딩)",(주)한강티에스,김정수,,,A,B,N,KJ20972510200008,김포한강3차 푸르지오 외곽 미화원 모집,,
K151412510200047,미화원모집 (배곧도서관)-시흥산단새일,CM0105,CM0105,2025-10-20,2025-11-03,030290,,삼성종합관리(주),방문,접수중,B,CM0804,60,,1,,장애인 장애인 복지카드 우대,2025-10-20,2025-11-03,"15020 경기도 시흥시 함송로 15, 305호",삼성종합관리(주),안상진,031-496-1985,시설관리.한국,A,B,N,K151412510200047,미화원모집 (배곧도서관)-시흥산단새일,,
KEC0742510200001,퇴계원 강남아파트_경비원 모집,CM0105,CM0105,2025-10-20,2025-12-19,030140,,주식회사 이데아그룹,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 북한이탈주민, 장애인",2025-10-20,2025-12-19,"14555 경기도 부천시 원미구 부천로198번길 27, 204호 (춘의동)",주식회사 이데아그룹,이건희,,,A,B,N,KEC0742510200001,퇴계원 강남아파트_경비원 모집,,
KJDK002510200005,영종하늘도시KCC스위첸아파트 내부 미화원,CM0105,CM0105,2025-10-20,2025-12-19,010040,인천 중구,주식회사에코그린티엠,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-20,2025-12-19,"07591 서울특별시 강서구 공항대로 325, 7층 (등촌동, 에이스빌딩)",주식회사에코그린티엠,백송이,,http://echogreentm.co.kr,A,B,N,KJDK002510200005,영종하늘도시KCC스위첸아파트 내부 미화원,,
KJ20712510200001,유성중학교 미화원 채용,CM0105,CM0105,2025-10-20,2025-12-31,080050,대전 유성구,(주)크린엔조이,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-20,2025-12-31,34931 대전광역시 중구 충무로 141,(주)크린엔조이,이경미,042-483-8000,,A,B,N,KJ20712510200001,유성중학교 미화원 채용,,
K150122510200048,1톤 아파트 의류수거 기사님 모집(아파트/의류/의류수거/재활용)수집운반,CM0105,CM0105,2025-10-20,2025-11-03,110070,인천 서구,세계리사이클링,방문,접수중,B,CM0804,60,,2,,"고용촉진장려금대상자, 고용허가제, 북한이탈주민, 운전면허증, 장애인, 차량소지자",2025-10-20,2025-11-03,"22669 인천광역시 서구 두루물로48번길 6 0, 세계리사이클링 (오류동)",세계리사이클링,박찬혁,032-565-8580,,A,B,N,K150122510200048,1톤 아파트 의류수거 기사님 모집(아파트/의류/의류수거/재활용)수집운반,,
KJKX002510200027,[수지 성복동] 성복역롯데캐슬골드타운 외곽 미화원 채용,CM0103,CM0103,2025-10-20,2025-11-19,010170,경기 용인시 수지구,승인산업주식회사,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인",2025-10-20,2025-11-19,"02831 서울특별시 성북구 성북로4길 52, 스카이상가 동관1층 (돈암동, 한신한진아파트)",승인산업주식회사,정병천,,,A,B,N,KJKX002510200027,[수지 성복동] 성복역롯데캐슬골드타운 외곽 미화원 채용,,
KJRX002510200014,"『2025 포항일자리박람회』 현장면접 참가업체 - 버스 운전원 모집 (통근,관광) /  2025.10.29 (수) 14:00~,만인당",CM0103,CM0103,2025-10-20,2025-10-29,050230,경북 포항시 북구,(주)영신관광,방문,접수중,B,CM0804,60,,5,,"운전면허증, 장애인, 차량소지자",2025-10-20,2025-10-29,"37728 경상북도 포항시 북구 삼호로 12-2, 1층 (덕산동)",(주)영신관광,양상엽,054-280-3276,www.ys-tour.co.kr,A,B,N,KJRX002510200014,"『2025 포항일자리박람회』 현장면접 참가업체 - 버스 운전원 모집 (통근,관광) /  2025.10.29 (수) 14:00~,만인당",,
K170052510200035,주5일] 청주 신봉동 건설현장 사무실  미화원 모집,CM0105,CM0105,2025-10-20,2025-11-05,080040,충북 청주시 흥덕구,이레토탈서비스주식회사,방문,접수중,B,CM0804,60,,1,,장애인 현장 미화 업무 유경험자 우대,2025-10-20,2025-11-05,"34186 대전광역시 유성구 대학로 34 (봉명동, 노블레스타워)",이레토탈서비스주식회사,양원석,043-230-7078,,A,B,N,K170052510200035,주5일] 청주 신봉동 건설현장 사무실  미화원 모집,,
K170052510200036,주간 경비원 모집(청주 신봉동 건설 현장),CM0105,CM0105,2025-10-20,2025-11-05,080040,충북 청주시 흥덕구,이레토탈서비스주식회사,방문,접수중,B,CM0804,60,,1,,"장기복무 제대군인, 장애인, 차량소지자 현장 경비 유경험자
근무바로가능자
일반경비원 신임교육 이수자(교육 이수증 소지자)",2025-10-20,2025-11-05,"34186 대전광역시 유성구 대학로 34 (봉명동, 노블레스타워)",이레토탈서비스주식회사,양원석,043-230-7078,,A,B,N,K170052510200036,주간 경비원 모집(청주 신봉동 건설 현장),,
KJNP002510200001,홍성2차 부영아파트 미화원 채용합니다.(장애인등록증 또는 장애인복지카드 소지자 우대),CM0105,CM0105,2025-10-20,2025-11-03,010200,,엘림에스 유한책임회사,방문,접수중,B,CM0804,60,,1,,"고용촉진장려금대상자, 보훈취업지원대상자, 장애인",2025-10-20,2025-11-03,"07276 서울특별시 영등포구 양평동2가 선유서로25길 28, 1310호 (양평동2가)",엘림에스 유한책임회사,이윤필,041-930-6294,http://www.elims.co.kr,A,B,N,KJNP002510200001,홍성2차 부영아파트 미화원 채용합니다.(장애인등록증 또는 장애인복지카드 소지자 우대),,
KJAJ002510200007,상계역 상계불암대림 임대아파트 미화원 채용합니다.(장애인등록증 또는 장애인 복지카드 소지자 우대),CM0105,CM0105,2025-10-20,2025-11-03,010200,서울 노원구,엘림에스 유한책임회사,방문,접수중,B,CM0804,60,,1,,"고용촉진장려금대상자, 보훈취업지원대상자, 장애인",2025-10-20,2025-11-03,"07276 서울특별시 영등포구 양평동2가 선유서로25길 28, 1310호 (양평동2가)",엘림에스 유한책임회사,이윤필,02-6082-5457,http://www.elims.co.kr,A,B,N,KJAJ002510200007,상계역 상계불암대림 임대아파트 미화원 채용합니다.(장애인등록증 또는 장애인 복지카드 소지자 우대),,
KJ20972510200019,김포마송 3단지 미화원 모집,CM0105,CM0105,2025-10-20,2025-12-19,010080,,(주)한강티에스,방문,접수중,B,CM0804,60,,2,,장애인,2025-10-20,2025-12-19,"08595 서울특별시 금천구 범안로 1130, 1호실 (가산동, 디지털엠파이어빌딩)",(주)한강티에스,김정수,,,A,B,N,KJ20972510200019,김포마송 3단지 미화원 모집,,
KJDI002510200007,해송마을 동남아파트 미화원,CM0105,CM0105,2025-10-20,2025-11-03,110020,인천 연수구,（주）우리비젼,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-20,2025-11-03,"21111 인천광역시 계양구 효서로 226, 2층 201호 (작전동, 현대백화점)",（주）우리비젼,황선경,,,A,B,N,KJDI002510200007,해송마을 동남아파트 미화원,,
KJ20522510200018,▶ 동구 효목동 ◀ 재가요양보호사 채용,CM0103,CM0103,2025-10-20,2025-11-03,070040,대구 동구,보금자리재가복지센터,방문,접수중,B,CM0804,60,,1,,"고용촉진장려금대상자, 장애인",2025-10-20,2025-11-03,"41184 대구광역시 동구 동북로79길 18 (신암동, 품격타운)",보금자리재가복지센터,정윤아,053-959-8800,,A,B,N,KJ20522510200018,▶ 동구 효목동 ◀ 재가요양보호사 채용,,
K130042510200084,★범일동  출퇴근 요양보호사 구인합니다,CM0105,CM0105,2025-10-20,2025-11-19,090040,부산 동구,치사랑재가복지센터,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-20,2025-11-19,"48508 부산광역시 남구 수영로 312, 1819호 (대연동, 21 센츄리시티 오피스텔)",치사랑재가복지센터,전나겸,051-610-1608,,A,B,N,K130042510200084,★범일동  출퇴근 요양보호사 구인합니다,,
K120572510200017,강북구 인수봉로 81길 인근  4등급 어르신 요양보호사 채용,CM0103,CM0103,2025-10-20,2025-12-19,010030,서울 강북구,늘사랑요양복지센터,방문,접수중,B,CM0804,60,,1,,"북한이탈주민, 장애인",2025-10-20,2025-12-19,"01210 서울특별시 강북구 숭인로7나길 9, 지하1층 (미아동)",늘사랑요양복지센터,남승아,070-5111-7888,,A,B,N,K120572510200017,강북구 인수봉로 81길 인근  4등급 어르신 요양보호사 채용,,
KJAV002510170008,이촌역 한가람 아파트 경비원 채용합니다.(장애인등록증 또는 장애인복지카드 소지자 우대),CM0105,CM0105,2025-10-17,2025-12-16,010200,서울 용산구,엘림에스 유한책임회사,방문,접수중,B,CM0804,60,,1,,"고용촉진장려금대상자, 보훈취업지원대상자, 장애인",2025-10-17,2025-12-16,"07276 서울특별시 영등포구 양평동2가 선유서로25길 28, 1310호 (양평동2가)",엘림에스 유한책임회사,이윤필,02-6082-5457,http://www.elims.co.kr,A,B,N,KJAV002510170008,이촌역 한가람 아파트 경비원 채용합니다.(장애인등록증 또는 장애인복지카드 소지자 우대),,
KJK4002510170001,[군내면 아이파크 2차] 아파트 미화원구인,CM0105,CM0105,2025-10-17,2025-12-16,010090,,동진종합시스템（주）,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-17,2025-12-16,"01860 서울특별시 노원구 섬밭로 12 (공릉동, 2층)",동진종합시스템（주）,김병환,,,A,B,N,KJK4002510170001,[군내면 아이파크 2차] 아파트 미화원구인,,
KJKU002510170001,제11기동사단 공무직근로자(민간조리원) 채용,CM0105,CM0105,2025-10-17,2025-10-31,020160,경기 여주시,제11기동사단,방문,접수중,B,CM0804,60,,1,,"보훈취업지원대상자, 장애인 가) 단체급식소(학교, 병원 등) 실무경력 유경험자
나) 조리 관련 자격증(영양사, 조리사) 소지자
다) 장애인, 국가유공자 우대(관련서류 제출 필수)",2025-10-17,2025-10-31,25115 강원도 홍천군 북방면 홍천로 132,제11기동사단,권혁동,033-430-6133,http://,A,B,N,KJKU002510170001,제11기동사단 공무직근로자(민간조리원) 채용,,
KJAN002510170001,상암월드컵파크 6단지 아파트 미화원 모집합니다.(장애인등록증 또는 장애인복지카드 소지자 우대),CM0105,CM0105,2025-10-17,2025-10-31,010200,서울 마포구,엘림에스 유한책임회사,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-17,2025-10-31,"07276 서울특별시 영등포구 양평동2가 선유서로25길 28, 1310호 (양평동2가)",엘림에스 유한책임회사,이윤필,02-6082-5457,http://www.elims.co.kr,A,B,N,KJAN002510170001,상암월드컵파크 6단지 아파트 미화원 모집합니다.(장애인등록증 또는 장애인복지카드 소지자 우대),,
K161232510170004,아파트 경리사무원 모집의 건,CM0105,CM0105,2025-10-17,2025-11-08,130090,,(주)서영주택관리,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-17,2025-11-08,"54555 전북특별자치도 익산시 무왕로25길 21 (부송동, 예린빌딩)",(주)서영주택관리,이창곤,063-843-2412,http://www.seoyoung.co.kr,A,B,N,K161232510170004,아파트 경리사무원 모집의 건,,
KJ20832510170002,미화원 구인,CM0105,CM0105,2025-10-17,2025-12-16,010070,경기 이천시,(주)듀델코리아,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-17,2025-12-16,"08334 서울특별시 구로구 개봉로6길 12-5, 401호 (개봉동, KT개봉지점)",(주)듀델코리아,정현종,,,A,B,N,KJ20832510170002,미화원 구인,,
KJKJ002510170005,[호평동] 임광그대가 아파트 경비원 모집,CM0105,CM0105,2025-10-17,2025-11-16,010070,,(주)한국그린서비스,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-17,2025-11-16,"08280 서울특별시 구로구 구로동로 240, 401호",(주)한국그린서비스,이동진,,,A,B,N,KJKJ002510170005,[호평동] 임광그대가 아파트 경비원 모집,,
KJAM002510170006,흑석동 우리유앤미 아파트 미화원 채용합니다.(장애인등록증 또는 장애인 복지카드 소지자 우대),CM0105,CM0105,2025-10-17,2025-11-02,010200,,엘림에스 유한책임회사,방문,접수중,B,CM0804,60,,1,,"고용촉진장려금대상자, 보훈취업지원대상자, 장애인",2025-10-17,2025-11-02,"07276 서울특별시 영등포구 양평동2가 선유서로25길 28, 1310호 (양평동2가)",엘림에스 유한책임회사,이윤필,02-6082-5457,http://www.elims.co.kr,A,B,N,KJAM002510170006,흑석동 우리유앤미 아파트 미화원 채용합니다.(장애인등록증 또는 장애인 복지카드 소지자 우대),,
KF10602510170001,[ 망포2동 ] 망포쌍용에듀파크아파트 미화원 모집,CM0105,CM0105,2025-10-17,2025-11-16,030520,경기 수원시 영통구,유한책임회사 화이트시스템,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-17,2025-11-16,"12984 경기도 하남시 안터로 50-29, 102호 (풍산동)",유한책임회사 화이트시스템,윤지연,,,A,B,N,KF10602510170001,[ 망포2동 ] 망포쌍용에듀파크아파트 미화원 모집,,
K120252510170007,우리W타워 미화 야간반(여자화장실 청소 등) 모십니다.,CM0105,CM0105,2025-10-17,2025-11-01,010160,,(주）우리휴먼서비스,방문,접수중,B,CM0804,60,,1,,"장애인 복지카드소지자 우대함.
인근거주자, 오래근무하실분",2025-10-17,2025-11-01,"04783 서울특별시 성동구 연무장11길 10 (성수동2가, 우리큐브)",(주）우리휴먼서비스,윤기원,02-460-3870,-,A,B,N,K120252510170007,우리W타워 미화 야간반(여자화장실 청소 등) 모십니다.,,
KJK6002510170011,향남부영 3단지 아파트 외곽 미화원 모집 (즉시 출근 가능자),CM0105,CM0105,2025-10-17,2025-12-13,010040,,주식회사 우창개발,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-17,2025-12-13,"07557 서울특별시 강서구 양천로 738, 주식회사 우창개발 (염창동)",주식회사 우창개발,조병원,070-8854-2637,,A,B,N,KJK6002510170011,향남부영 3단지 아파트 외곽 미화원 모집 (즉시 출근 가능자),,
K120122510170013,"조경관리원 (영선 및 시설 병행) , 흥국생명연수원(기흥구)",CM0105,CM0105,2025-10-17,2025-10-31,010240,,주식회사 안주,방문,접수중,B,CM0804,60,,1,,"보훈취업지원대상자, 장애인, 차량소지자 조경 관리 및 시설 관리 경력자 우선 선발 예정",2025-10-17,2025-10-31,"04526 서울특별시 중구 남대문로 5 (남대문로4가, 흥국생명빌딩)",주식회사 안주,신리나,,,A,B,N,K120122510170013,"조경관리원 (영선 및 시설 병행) , 흥국생명연수원(기흥구)",,
KJAH002510170009,타다(TADA)  드라이버 모집[2025년 구로구 일자리박람회/ 2025. 10. 23.(목) 14:00 ~ 17:00장소 : 신도림 테크노마트 11층 그랜드볼룸],CM0105,CM0105,2025-10-17,2025-11-16,010250,서울 중랑구,유한회사 편안한이동,방문,접수중,B,CM0804,60,,30,,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 운전면허증, 장기복무 제대군인, 장애인 1. 서비스 정신이 투철하신 분
2. 택시 및 운전직 유경험자
3. 외국어능력",2025-10-17,2025-11-16,"02119 서울특별시 중랑구 중랑천로12길 10, 편안한이동 (상봉동)",유한회사 편안한이동,노현철,02-408-2905,,A,B,N,KJAH002510170009,타다(TADA)  드라이버 모집[2025년 구로구 일자리박람회/ 2025. 10. 23.(목) 14:00 ~ 17:00장소 : 신도림 테크노마트 11층 그랜드볼룸],,
KC5O692510170002,시내버스회사 구내식당 주방보조원 구인,CM0105,CM0105,2025-10-17,2025-11-03,040150,경남 창원시 성산구,대운교통(주),방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 운전면허증, 장애인, 차량소지자 인근거주자, 성실하신분, 장기근무 하실분",2025-10-17,2025-11-03,"51541 경상남도 창원시 성산구 불모산로48번길 5, 1층 대운 (성주동)",대운교통(주),임영훈,055-239-0995,,A,B,N,KC5O692510170002,시내버스회사 구내식당 주방보조원 구인,,
KJ20522510170007,▶ 동구 신암동  ◀ 재가요양보호사 구인,CM0103,CM0103,2025-10-17,2025-10-31,070040,대구 동구,보금자리재가복지센터,방문,접수중,B,CM0804,60,,1,,"고용촉진장려금대상자, 장애인",2025-10-17,2025-10-31,"41184 대구광역시 동구 동북로79길 18 (신암동, 품격타운)",보금자리재가복지센터,정윤아,053-959-8800,,A,B,N,KJ20522510170007,▶ 동구 신암동  ◀ 재가요양보호사 구인,,
K150012510170068,◈ 2025. 10. 28.(화) 인천 중장년·여성 채용박람회 현장면접 ◈ 인천공항 화물터미널 화물조업 및 지게차 운전(조업병행) 담당자 모집,CM0105,CM0105,2025-10-17,2025-10-28,110100,인천 중구,에이오 주식회사,방문,접수중,B,CM0804,60,,5,,"보훈취업지원대상자, 운전면허증, 장기복무 제대군인, 장애인, 차량소지자",2025-10-17,2025-10-28,"22371 인천광역시 중구 영종대로 124 (운서동, 한스빌딩)",에이오 주식회사,안태수,032-460-4766,,A,B,N,K150012510170068,◈ 2025. 10. 28.(화) 인천 중장년·여성 채용박람회 현장면접 ◈ 인천공항 화물터미널 화물조업 및 지게차 운전(조업병행) 담당자 모집,,
K151152510170076,파트타임 사무업무 담당자 채용합니다.,CM0103,CM0103,2025-10-17,2025-11-15,030530,경기 화성시,지엠테크,방문,접수중,B,CM0804,60,,1,,"고용촉진장려금대상자, 운전면허증, 장애인, 차량소지자",2025-10-17,2025-11-15,"18559 경기도 화성시 우정읍 매바위로 26-24, 지엠테크",지엠테크,김완섭,031-351-8715,www.gmtech1.co.kr/,A,B,N,K151152510170076,파트타임 사무업무 담당자 채용합니다.,,
K161232510170015,아파트 관리소장 모집,CM0105,CM0105,2025-10-17,2025-11-08,130090,전북 익산시,(주)서영주택관리,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-17,2025-11-08,"54555 전북특별자치도 익산시 무왕로25길 21 (부송동, 예린빌딩)",(주)서영주택관리,이창곤,063-840-6549,http://www.seoyoung.co.kr,A,B,N,K161232510170015,아파트 관리소장 모집,,
KEC0042510170004,"[월요일휴무]트리마제성수 카페테리아 주방보조, 간편식/세척원 모집",CM0105,CM0105,2025-10-17,2025-12-16,010040,서울 성동구,주식회사 삼구에프에스,방문,접수중,B,CM0804,60,,2,,"(준)고령자(50세이상), 장애인",2025-10-17,2025-12-16,"07797 서울특별시 강서구 마곡중앙로 143, 타워비동 5층 7-16호(마곡동, 르웨스트시티) (마곡동)",주식회사 삼구에프에스,조명근,02-2639-2174,,A,B,N,KEC0042510170004,"[월요일휴무]트리마제성수 카페테리아 주방보조, 간편식/세척원 모집",,
KJ20522510160019,▶ 동구 신암동  ◀ 재가요양보호사 구인,CM0103,CM0103,2025-10-16,2025-10-30,070040,,보금자리재가복지센터,방문,접수중,B,CM0804,60,,1,,"고용촉진장려금대상자, 장애인",2025-10-16,2025-10-30,"41184 대구광역시 동구 동북로79길 18 (신암동, 품격타운)",보금자리재가복지센터,정윤아,053-959-8800,,A,B,N,KJ20522510160019,▶ 동구 신암동  ◀ 재가요양보호사 구인,,
KF10222510160001,아파트실내 미화원(동탄역신안인스빌리베라2차),CM0105,CM0105,2025-10-16,2025-12-13,030520,,유한책임회사 화이트시스템,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-16,2025-12-13,"12984 경기도 하남시 안터로 50-29, 102호 (풍산동)",유한책임회사 화이트시스템,윤지연,,,A,B,N,KF10222510160001,아파트실내 미화원(동탄역신안인스빌리베라2차),,
K161232510160001,아파트 경비원 모집,CM0105,CM0105,2025-10-16,2025-10-31,130090,전북 익산시,(주)서영주택관리,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-16,2025-10-31,"54555 전북특별자치도 익산시 무왕로25길 21 (부송동, 예린빌딩)",(주)서영주택관리,이창곤,063-840-6589,http://www.seoyoung.co.kr,A,B,N,K161232510160001,아파트 경비원 모집,,
KJ20972510160001,김포시장애인생활이동지원센터 운전원 모집,CM0105,CM0105,2025-10-16,2025-11-15,030110,경기 김포시,김포시 시각장애인 등 생활지원센터,방문,접수중,B,CM0804,60,,1,,"운전면허증, 장애인, 차량소지자",2025-10-16,2025-11-15,"10092 경기도 김포시 감암로 125, 4층(김포시 시각장애인 등 생활지원센터) (걸포동, 4층)",김포시 시각장애인 등 생활지원센터,이순덕,031-983-1852,http://,A,B,N,KJ20972510160001,김포시장애인생활이동지원센터 운전원 모집,,
K120422510160005,(주)고암 인제대학교부산백병원 시설 전기팀 주간근무자 채용공고,CM0105,CM0105,2025-10-16,2025-12-12,010200,부산 부산진구,(주)고암,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-16,2025-12-12,"07222 서울특별시 영등포구 당산동6가 당산로47길 19, 고암빌딩 (당산동6가)",(주)고암,김용준,,goam.co.kr,A,B,N,K120422510160005,(주)고암 인제대학교부산백병원 시설 전기팀 주간근무자 채용공고,,
K151132510160005,(남양주시 진접읍) 광릉중학교  경비원 구인,CM0105,CM0105,2025-10-16,2025-11-05,030420,경기 남양주시,주식회사 행복드림서비스,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-16,2025-11-05,"16943 경기도 용인시 수지구 광교중앙로 314, 604호 (상현동)",주식회사 행복드림서비스,심보현,,,A,B,N,K151132510160005,(남양주시 진접읍) 광릉중학교  경비원 구인,,
K120572510160007,강북구 노해로 25길 11 인근 4등급 여자어르신 요양보호사 채용,CM0103,CM0103,2025-10-16,2025-12-02,010030,서울 강북구,늘사랑요양복지센터,방문,접수중,B,CM0804,60,,1,,"북한이탈주민, 장애인",2025-10-16,2025-12-02,"01210 서울특별시 강북구 숭인로7나길 9, 지하1층 (미아동)",늘사랑요양복지센터,남승아,070-5111-7888,,A,B,N,K120572510160007,강북구 노해로 25길 11 인근 4등급 여자어르신 요양보호사 채용,,
K151132510160019,홍천권역 터널통합관리센터 유지관리직원 모집 (전기분야 전기산업기사 초급 이상),CM0105,CM0105,2025-10-16,2025-11-27,030420,강원 홍천군,모건인프라(주),방문,접수중,B,CM0804,60,,1,,장애인,2025-10-16,2025-11-27,16804 경기도 용인시 수지구 성복1로 279-18 (성복동),모건인프라(주),하민수,031-896-6464,,A,B,N,K151132510160019,홍천권역 터널통합관리센터 유지관리직원 모집 (전기분야 전기산업기사 초급 이상),,
KJEB002510160001,광주 신창5차 호반베르디움아파트 경비원 채용(장애인등록증 또는 장애인복지카드 소지자 우대),CM0105,CM0105,2025-10-16,2025-10-30,010200,,엘림에스 유한책임회사,방문,접수중,B,CM0804,60,,1,,"고용촉진장려금대상자, 보훈취업지원대상자, 장애인",2025-10-16,2025-10-30,"07276 서울특별시 영등포구 양평동2가 선유서로25길 28, 1310호 (양평동2가)",엘림에스 유한책임회사,이윤필,02-6082-5457,http://www.elims.co.kr,A,B,N,KJEB002510160001,광주 신창5차 호반베르디움아파트 경비원 채용(장애인등록증 또는 장애인복지카드 소지자 우대),,
KJAJ002510160005,공릉비선아파트 미화원구인,CM0105,CM0105,2025-10-16,2025-11-15,010080,서울 노원구,(주)효명종합관리,방문,접수중,B,CM0804,60,,1,,"장애인 복지수당 \50,000원",2025-10-16,2025-11-15,"08505 서울특별시 금천구 가산디지털2로 123, 월드메르디앙2차 512호 (가산동, 월드메르디앙벤처센터2차)",(주)효명종합관리,김종호,,,A,B,N,KJAJ002510160005,공릉비선아파트 미화원구인,,
KJ20972510160009,한강파크뷰 우방아이유쉘 미화원 구인,CM0105,CM0105,2025-10-16,2025-12-15,010200,,(주)두원에이앤씨,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-16,2025-12-15,"07281 서울특별시 영등포구 선유로9길 10 (문래동6가, 문래 SK V1 center)",(주)두원에이앤씨,박태종,02-865-5025,,A,B,N,KJ20972510160009,한강파크뷰 우방아이유쉘 미화원 구인,,
